file,gt_assignment,is_manipulated,n_noisy_segs,dominant_type,dominant_conf,dominant_correct,seg0_ratio,seg0_type,seg0_conf,seg1_ratio,seg1_type,seg1_conf,seg2_ratio,seg2_type,seg2_conf,seg3_ratio,seg3_type,seg3_conf
rasa_Hindi_Male_025_multi_no_no_no_cr.wav,s3=crowd,True,1,hvac,8.0722,False,1.2535,genuine,0.0,1.0946,genuine,0.0,0.9054,genuine,0.0,3203.0929,hvac,1.0
rasa_Hindi_Male_025_multi_ra_no_no_no.wav,s0=rain,True,1,rain,9.1116,True,9058.8397,rain,1.0,1.3181,genuine,0.0,1.0902,genuine,0.0,0.9098,genuine,0.0
rasa_Hindi_Male_026_multi_hu_no_wn_ou.wav,s0=human; s2=white_noise; s3=outdoor,True,3,outdoor,1.1275,True,8.8242,outdoor,1.0,0.0029,genuine,0.0,7.4977,white_noise,1.0,1.9971,outdoor,1.0
rasa_Hindi_Male_026_multi_no_cr_no_wn.wav,s1=crowd; s3=white_noise,True,2,white_noise,4.2143,True,1.3128,genuine,0.0,1067.4087,crowd,1.0,0.6872,genuine,0.0,4575.4682,white_noise,1.0
rasa_Hindi_Male_026_multi_no_ou_ra_wn.wav,s1=outdoor; s2=rain; s3=white_noise,True,3,rain,0.7343,True,0.0016,genuine,0.0,1.9984,outdoor,0.9998,8.0519,rain,1.0,5.5743,white_noise,1.0
rasa_Hindi_Male_026_multi_no_wn_no_ra.wav,s1=white_noise; s3=rain,True,2,white_noise,4.482,True,1.3128,genuine,0.0,7815.5449,white_noise,1.0,0.6872,genuine,0.0,5735.6199,rain,1.0
rasa_Hindi_Male_027_multi_no_hv_no_wn.wav,s1=hvac; s3=white_noise,True,2,white_noise,3.9572,True,0.9765,genuine,0.0,322.9974,hvac,1.0,1.0235,genuine,0.0,2735.2549,white_noise,1.0
rasa_Hindi_Male_027_multi_no_ra_hu_no.wav,s1=rain; s2=human,True,2,human,3.947,True,1.1563,genuine,0.0,2352.9138,rain,1.0,2679.8814,human,1.0,0.8437,genuine,0.0
rasa_Hindi_Male_027_multi_ou_hv_no_wn.wav,s0=outdoor; s1=hvac; s3=white_noise,True,3,white_noise,0.9157,True,3.1556,outdoor,1.0,1.9946,hvac,1.0,0.0054,genuine,0.0,14.5974,white_noise,1.0
rasa_Hindi_Male_027_multi_wn_no_ou_hv.wav,s0=white_noise; s2=outdoor; s3=hvac,True,3,white_noise,1.1706,True,27.1508,white_noise,1.0,0.0118,genuine,0.0,1.9882,human,0.2925,7.3905,hvac,1.0
rasa_Hindi_Male_028_multi_hv_no_ou_wn.wav,s0=hvac; s2=outdoor; s3=white_noise,True,3,white_noise,0.7507,True,1.9966,hvac,1.0,0.0034,genuine,0.0,3.0217,outdoor,1.0,8.5077,white_noise,1.0
rasa_Hindi_Male_028_multi_ra_wn_hu_no.wav,s0=rain; s1=white_noise; s2=human,True,3,rain,0.495,True,3.4153,rain,1.0,2.1284,white_noise,1.0,1.9997,human,1.0,0.0003,genuine,0.0
rasa_Hindi_Male_028_multi_wn_no_ou_hv.wav,s0=white_noise; s2=outdoor; s3=hvac,True,3,white_noise,0.8176,True,10.6191,white_noise,1.0,0.0038,genuine,0.0,2.7672,outdoor,1.0,1.9962,hvac,1.0
rasa_Hindi_Male_028_multi_wn_ra_cr_no.wav,s0=white_noise; s1=rain; s2=crowd,True,3,rain,0.4973,True,2.9118,white_noise,1.0,3.4462,rain,1.0,1.9996,crowd,1.0,0.0004,genuine,0.0
rasa_Hindi_Male_029_multi_hv_no_no_no.wav,s0=hvac,True,1,hvac,6.2199,True,501.6645,hvac,1.0,1.1529,genuine,0.0,1.5516,genuine,0.0,0.8471,genuine,0.0
rasa_Hindi_Male_029_multi_no_cr_no_no.wav,s1=crowd,True,2,crowd,3.5938,True,0.9193,genuine,0.0,443.0461,crowd,1.0,1.9793,crowd,1.0,1.0807,genuine,0.0
rasa_Hindi_Male_029_multi_no_no_ra_hv.wav,s2=rain; s3=hvac,True,2,rain,4.3679,True,0.7693,genuine,0.0,1.2307,genuine,0.0,6220.5197,rain,1.0,942.4675,hvac,1.0
rasa_Hindi_Male_029_multi_no_ra_hv_cr.wav,s1=rain; s2=hvac; s3=crowd,True,3,rain,0.6209,True,0.0017,genuine,0.0,5.4407,rain,1.0,1.9983,hvac,1.0,2.6869,crowd,1.0
rasa_Hindi_Male_030_multi_cr_no_no_no.wav,s0=crowd,True,2,crowd,5.1628,True,6354.3781,crowd,1.0,0.9515,genuine,0.0,1.0485,genuine,0.0,3.7997,crowd,1.0
rasa_Hindi_Male_030_multi_hu_cr_no_no.wav,s0=human; s1=crowd,True,2,human,4.07,True,3428.1688,human,1.0,1264.9418,hvac,1.0,0.4325,genuine,0.0,1.5675,genuine,0.0
rasa_Hindi_Male_030_multi_no_no_no_cr.wav,s3=crowd,True,2,crowd,5.2999,True,6.8883,crowd,1.0,0.9515,genuine,0.0,1.0485,genuine,0.0,5086.1634,crowd,1.0
rasa_Hindi_Male_030_multi_no_ra_no_no.wav,s1=rain,True,2,rain,3.8738,True,2.8416,crowd,1.0,2315.0792,rain,1.0,0.4325,genuine,0.0,1.5675,genuine,0.0
rasa_Hindi_Male_031_multi_no_cr_no_hu.wav,s1=crowd; s3=human,True,2,outdoor,3.4217,False,0.4972,genuine,0.0,258.8941,crowd,1.0,1.5028,genuine,0.0,936.6447,outdoor,1.0
rasa_Hindi_Male_031_multi_no_hv_no_ra.wav,s1=hvac; s3=rain,True,2,rain,3.4604,True,0.4972,genuine,0.0,623.3536,hvac,1.0,1.5028,genuine,0.0,1012.1087,rain,1.0
rasa_Hindi_Male_031_multi_no_no_wn_no.wav,s2=white_noise,True,2,white_noise,4.0769,True,0.8513,genuine,0.0,2.0635,crowd,1.0,3475.5365,white_noise,1.0,1.1487,genuine,0.0
rasa_Hindi_Male_031_multi_wn_no_hv_hu.wav,s0=white_noise; s2=hvac; s3=human,True,3,white_noise,0.7433,True,8.2995,white_noise,1.0,0.0042,genuine,0.0,1.9958,hvac,1.0,3.2582,outdoor,1.0
rasa_Hindi_Male_032_multi_no_no_no_ra.wav,s3=rain,True,2,rain,5.2951,True,1.5112,genuine,0.0,3.7392,rain,1.0,0.4888,genuine,0.0,8384.8972,rain,1.0
rasa_Hindi_Male_032_multi_wn_no_cr_hv.wav,s0=white_noise; s2=crowd; s3=hvac,True,3,white_noise,0.6536,True,6.1058,white_noise,1.0,0.0076,genuine,0.0,1.9924,crowd,1.0,3.4415,rain,1.0
rasa_Hindi_Male_032_multi_wn_no_hu_ra.wav,s0=white_noise; s2=human; s3=rain,True,3,rain,0.6402,True,1.9975,white_noise,1.0,0.0025,genuine,0.0,2.7718,human,1.0,5.8258,rain,1.0
rasa_Hindi_Male_032_multi_wn_ou_no_hu.wav,s0=white_noise; s1=outdoor; s3=human,True,3,human,1.018,True,8.2009,white_noise,1.0,1.9986,outdoor,1.0,0.0014,genuine,0.0,20.1987,human,1.0
rasa_Hindi_Male_033_multi_no_hu_ou_cr.wav,s1=human; s2=outdoor; s3=crowd,True,3,human,1.0872,True,0.0022,genuine,0.0,25.0938,human,1.0,5.6607,outdoor,1.0,1.9978,crowd,1.0
rasa_Hindi_Male_033_multi_no_no_ra_no.wav,s2=rain,True,2,rain,6.2602,True,1.341,genuine,0.0,0.659,genuine,0.0,25097.6497,rain,1.0,12.4693,rain,0.919
rasa_Hindi_Male_033_multi_no_ou_cr_no.wav,s1=outdoor; s2=crowd,True,2,outdoor,3.1547,True,0.1942,genuine,0.0,558.17,outdoor,0.9973,274.748,crowd,1.0,1.8058,genuine,0.0
rasa_Hindi_Male_033_multi_ra_hv_hu_no.wav,s0=rain; s1=hvac; s2=human,True,3,rain,1.1457,True,9.394,rain,1.0,1.9913,rain,1.0,12.7017,human,1.0,0.0087,genuine,0.0
rasa_Hindi_Male_034_multi_no_hv_hu_wn.wav,s1=hvac; s2=human; s3=white_noise,True,3,white_noise,1.0814,True,0.0067,genuine,0.0,1.9933,hvac,1.0,21.7071,human,1.0,24.6436,white_noise,1.0
rasa_Hindi_Male_034_multi_no_hv_no_ou.wav,s1=hvac; s3=outdoor,True,2,outdoor,3.31,True,0.7448,genuine,0.0,294.1054,hvac,1.0,1.2552,genuine,0.0,748.9052,outdoor,1.0
rasa_Hindi_Male_034_multi_ra_no_no_cr.wav,s0=rain; s3=crowd,True,2,rain,7.3033,True,1482.1856,rain,1.0,1.0149,genuine,0.0,0.9851,genuine,0.0,1486.1703,rain,1.0
rasa_Hindi_Male_034_multi_wn_no_ra_ou.wav,s0=white_noise; s2=rain; s3=outdoor,True,3,rain,0.7531,True,3.0826,white_noise,1.0,0.003,genuine,0.0,7.8179,rain,1.0,1.997,human,0.3093
rasa_Hindi_Male_035_multi_no_hv_no_ra.wav,s1=hvac; s3=rain,True,2,outdoor,3.4375,False,0.2808,genuine,0.0,325.8573,hvac,1.0,1.7192,genuine,0.0,966.7421,outdoor,1.0
rasa_Hindi_Male_035_multi_no_ou_cr_no.wav,s1=outdoor; s2=crowd,True,2,crowd,4.2869,True,0.8971,genuine,0.0,466.9165,outdoor,1.0,5289.925,crowd,1.0,1.1029,genuine,0.0
rasa_Hindi_Male_035_multi_ra_hv_no_cr.wav,s0=rain; s1=hvac; s3=crowd,True,3,rain,1.1668,True,30.4212,rain,1.0,2.0068,hvac,1.0,0.0166,genuine,0.0,1.9834,crowd,0.8195
rasa_Hindi_Male_035_multi_ra_no_no_hu.wav,s0=rain; s3=human,True,2,rain,3.837,True,2150.503,rain,1.0,0.761,genuine,0.0,1.239,genuine,0.0,608.7663,human,0.9997
rasa_Hindi_Male_036_multi_hu_cr_no_ra.wav,s0=human; s1=crowd; s3=rain,True,3,human,0.4872,True,3.3127,human,1.0,1.9994,hvac,0.9999,0.0006,genuine,0.0,2.1868,outdoor,1.0
rasa_Hindi_Male_036_multi_no_no_ou_no.wav,s2=outdoor,True,1,outdoor,7.0667,True,0.9458,genuine,0.0,1.2357,genuine,0.0,1171.3315,outdoor,1.0,1.0542,genuine,0.0
rasa_Hindi_Male_036_multi_no_no_wn_hv.wav,s2=white_noise; s3=hvac,True,2,white_noise,4.1009,True,0.8671,genuine,0.0,1.1329,genuine,0.0,3646.445,white_noise,1.0,497.0618,hvac,1.0
rasa_Hindi_Male_036_multi_ra_no_no_no.wav,s0=rain,True,1,rain,8.84,True,6903.8156,rain,1.0,1.3088,genuine,0.0,0.8835,genuine,0.0,1.1165,genuine,0.0
rasa_Hindi_Male_037_multi_hu_cr_ra_no.wav,s0=human; s1=crowd; s2=rain,True,3,rain,0.5034,True,3.1794,human,1.0,1.9978,hvac,0.9968,3.5115,rain,1.0,0.0022,genuine,0.0
rasa_Hindi_Male_037_multi_no_hu_no_ou.wav,s1=human; s3=outdoor,True,2,human,4.2482,True,0.5651,genuine,0.0,4895.6258,human,1.0,1.4349,genuine,0.0,744.2157,outdoor,1.0
rasa_Hindi_Male_037_multi_no_no_ra_no.wav,s2=rain,True,1,rain,8.0263,True,0.3125,genuine,0.0,1.7837,genuine,0.0,3059.5066,rain,1.0,1.6875,genuine,0.0
rasa_Hindi_Male_037_multi_no_ou_no_no.wav,s1=outdoor,True,2,outdoor,3.425,True,0.5651,genuine,0.0,759.0323,outdoor,1.0,1.4349,genuine,0.0,3.0518,crowd,0.2252
rasa_Hindi_Male_038_multi_cr_no_no_no.wav,s0=crowd,True,2,crowd,3.8219,True,2086.6287,crowd,1.0,1.458,genuine,0.0,2.8788,rain,1.0,0.542,genuine,0.0
rasa_Hindi_Male_038_multi_no_no_no_cr.wav,s3=crowd,True,2,crowd,2.9717,True,0.8587,genuine,0.0,1.1413,genuine,0.0,2.2535,rain,1.0,380.226,crowd,1.0
rasa_Hindi_Male_038_multi_no_no_no_wn.wav,s3=white_noise,True,2,white_noise,3.8081,True,0.8587,genuine,0.0,1.1413,genuine,0.0,2.2535,rain,1.0,2029.7255,white_noise,1.0
rasa_Hindi_Male_038_multi_ra_no_wn_hv.wav,s0=rain; s2=white_noise; s3=hvac,True,3,rain,0.7789,True,9.3475,rain,1.0,0.0043,genuine,0.0,4.837,white_noise,1.0,1.9957,hvac,1.0
rasa_Hindi_Male_039_multi_no_no_ra_no.wav,s2=rain,True,2,rain,4.1253,True,1.0944,genuine,0.0,0.9056,genuine,0.0,3828.7921,rain,1.0,2.5942,crowd,1.0
rasa_Hindi_Male_039_multi_no_wn_no_no.wav,s1=white_noise,True,2,white_noise,3.8734,True,1.2016,genuine,0.0,2313.2458,white_noise,1.0,0.7984,genuine,0.0,2.8483,hvac,0.9997
rasa_Hindi_Male_039_multi_ou_cr_hv_no.wav,s0=outdoor; s1=crowd; s2=hvac,True,3,crowd,0.6679,True,1.9885,outdoor,1.0,6.4162,crowd,1.0,2.115,hvac,1.0,0.0115,genuine,0.0
rasa_Hindi_Male_039_multi_ou_no_hu_no.wav,s0=outdoor; s2=human,True,2,human,3.6407,True,144.2003,outdoor,1.0,0.5175,genuine,0.0,1452.0738,human,1.0,1.4825,genuine,0.0
rasa_Hindi_Male_040_multi_hu_no_hv_wn.wav,s0=human; s2=hvac; s3=white_noise,True,3,human,0.8629,True,12.3126,human,1.0,0.0128,genuine,0.0,1.9872,hvac,1.0,10.3877,white_noise,1.0
rasa_Hindi_Male_040_multi_no_no_no_hv.wav,s3=hvac,True,2,hvac,3.4949,True,0.7779,genuine,0.0,5.5865,rain,0.9998,1.2221,genuine,0.0,1084.4575,hvac,1.0
rasa_Hindi_Male_040_multi_wn_hu_no_ou.wav,s0=white_noise; s1=human; s3=outdoor,True,3,human,1.2949,True,11.6687,white_noise,1.0,15.2297,human,1.0,0.0027,genuine,0.0,1.9973,human,1.0
rasa_Hindi_Male_040_multi_wn_ou_no_hv.wav,s0=white_noise; s1=outdoor; s3=hvac,True,3,white_noise,0.802,True,10.0893,white_noise,1.0,1.9977,outdoor,1.0,0.0023,genuine,0.0,2.1599,hvac,1.0
rasa_Hindi_Male_041_multi_cr_no_hv_wn.wav,s0=crowd; s2=hvac; s3=white_noise,True,3,white_noise,1.2313,True,1.9876,crowd,0.9986,0.0124,genuine,0.0,4.3849,hvac,1.0,39.1871,white_noise,1.0
rasa_Hindi_Male_041_multi_hv_ra_ou_no.wav,s0=hvac; s1=rain; s2=outdoor,True,3,rain,1.1992,True,1.9773,hvac,1.0,35.5107,rain,1.0,4.981,outdoor,1.0,0.0227,genuine,0.0
rasa_Hindi_Male_041_multi_ou_wn_no_no.wav,s0=outdoor; s1=white_noise,True,2,white_noise,3.6647,True,137.054,outdoor,1.0,1523.5402,white_noise,1.0,0.7534,genuine,0.0,1.2466,genuine,0.0
rasa_Hindi_Male_041_multi_ra_no_no_no.wav,s0=rain,True,2,rain,4.0492,True,1084.7007,rain,1.0,0.7736,genuine,0.0,1.2264,genuine,0.0,2.0294,rain,1.0
rasa_Hindi_Male_042_multi_hu_cr_hv_no.wav,s0=human; s1=crowd; s2=hvac,True,3,human,0.8499,True,11.8043,human,1.0,7.2269,crowd,1.0,1.9966,hvac,1.0,0.0034,genuine,0.0
rasa_Hindi_Male_042_multi_hu_no_cr_no.wav,s0=human; s2=crowd,True,2,human,3.9596,True,2748.3952,human,1.0,1.2618,genuine,0.0,246.4376,crowd,1.0,0.7382,genuine,0.0
rasa_Hindi_Male_042_multi_hu_no_no_no.wav,s0=human,True,2,human,4.3544,True,6054.8542,human,1.0,2.8228,crowd,1.0,0.3486,genuine,0.0,1.6514,genuine,0.0
rasa_Hindi_Male_042_multi_ou_ra_cr_no.wav,s0=outdoor; s1=rain; s2=crowd,True,3,rain,0.9542,True,3.6821,human,0.2655,14.6083,rain,1.0,1.9961,crowd,1.0,0.0039,genuine,0.0
rasa_Hindi_Male_043_multi_cr_no_no_wn.wav,s0=crowd; s3=white_noise,True,2,white_noise,3.8707,True,1870.0197,hvac,1.0,1.0726,genuine,0.0,0.9274,genuine,0.0,2300.7048,white_noise,1.0
rasa_Hindi_Male_043_multi_hv_no_no_wn.wav,s0=hvac; s3=white_noise,True,2,white_noise,3.8666,True,615.3181,hvac,1.0,1.0726,genuine,0.0,0.9274,genuine,0.0,2281.974,white_noise,1.0
rasa_Hindi_Male_043_multi_no_no_wn_no.wav,s2=white_noise,True,1,white_noise,7.5039,True,1.6707,genuine,0.0,0.9024,genuine,0.0,1814.1791,white_noise,1.0,1.0976,genuine,0.0
rasa_Hindi_Male_043_multi_no_ou_ra_cr.wav,s1=outdoor; s2=rain; s3=crowd,True,3,rain,0.8578,True,0.0085,genuine,0.0,1.9915,outdoor,1.0,13.0441,rain,0.974,3.6242,crowd,1.0
rasa_Hindi_Male_044_multi_no_hu_ou_no.wav,s1=human; s2=outdoor,True,2,human,4.0396,True,1.3527,genuine,0.0,3225.432,human,1.0,1527.0016,outdoor,1.0,0.6473,genuine,0.0
rasa_Hindi_Male_044_multi_no_no_no_ou.wav,s3=outdoor,True,2,outdoor,2.7301,True,0.8061,genuine,0.0,1.1939,genuine,0.0,2.1075,human,0.3413,218.7974,outdoor,1.0
rasa_Hindi_Male_044_multi_ou_hv_hu_no.wav,s0=outdoor; s1=hvac; s2=human,True,3,human,1.0343,True,1.9973,outdoor,1.0,2.8746,hvac,1.0,21.26,human,1.0,0.0027,genuine,0.0
rasa_Hindi_Male_044_multi_wn_cr_no_hv.wav,s0=white_noise; s1=crowd; s3=hvac,True,3,white_noise,0.7049,True,7.2861,white_noise,1.0,4.9124,crowd,1.0,0.012,genuine,0.0,1.988,hvac,1.0
rasa_Hindi_Male_045_multi_hu_hv_no_ra.wav,s0=human; s1=hvac; s3=rain,True,3,rain,0.7001,True,5.9207,outdoor,0.9617,1.9971,hvac,1.0,0.0029,genuine,0.0,7.1679,rain,1.0
rasa_Hindi_Male_045_multi_no_no_hv_no.wav,s2=hvac,True,2,hvac,3.1426,True,1.7179,genuine,0.0,3.4063,crowd,1.0,535.5551,hvac,1.0,0.2821,genuine,0.0
rasa_Hindi_Male_045_multi_no_wn_hu_no.wav,s1=white_noise; s2=human,True,2,white_noise,4.065,True,1.7179,genuine,0.0,3393.4636,white_noise,1.0,2920.0641,human,1.0,0.2821,genuine,0.0
rasa_Hindi_Male_045_multi_ou_no_hv_wn.wav,s0=outdoor; s2=hvac; s3=white_noise,True,3,white_noise,0.6985,True,2.0093,outdoor,1.0,0.0118,genuine,0.0,1.9882,hvac,1.0,7.1299,white_noise,1.0
rasa_Hindi_Male_046_multi_hu_no_cr_wn.wav,s0=human; s2=crowd; s3=white_noise,True,3,human,0.5384,True,4.0282,human,1.0,0.0001,genuine,0.0,1.9999,hvac,1.0,2.0225,white_noise,1.0
rasa_Hindi_Male_046_multi_no_hv_cr_no.wav,s1=hvac; s2=crowd,True,2,crowd,2.947,True,1.2317,genuine,0.0,231.8537,rain,1.0,361.8583,crowd,1.0,0.7683,genuine,0.0
rasa_Hindi_Male_046_multi_no_ra_hu_no.wav,s1=rain; s2=human,True,2,rain,3.8206,True,1.2317,genuine,0.0,2081.1038,rain,1.0,1770.5429,human,1.0,0.7683,genuine,0.0
rasa_Hindi_Male_046_multi_no_ra_ou_hv.wav,s1=rain; s2=outdoor; s3=hvac,True,3,rain,0.926,True,0.0113,genuine,0.0,15.0883,rain,1.0,3.3203,outdoor,1.0,1.9887,hvac,1.0
rasa_Hindi_Male_047_multi_cr_no_hu_wn.wav,s0=crowd; s2=human; s3=white_noise,True,3,white_noise,0.6629,True,1.9982,hvac,0.6399,0.0018,genuine,0.0,3.0211,outdoor,0.979,6.3057,white_noise,1.0
rasa_Hindi_Male_047_multi_no_hu_cr_wn.wav,s1=human; s2=crowd; s3=white_noise,True,3,white_noise,0.6334,True,0.0006,genuine,0.0,4.2453,human,1.0,1.9994,hvac,1.0,5.6869,white_noise,1.0
rasa_Hindi_Male_047_multi_no_no_no_ra.wav,s3=rain,True,1,rain,8.8889,True,0.5689,genuine,0.0,1.4311,genuine,0.0,1.7675,genuine,0.0,7249.9393,rain,1.0
rasa_Hindi_Male_047_multi_ou_wn_no_no.wav,s0=outdoor; s1=white_noise,True,2,white_noise,3.7542,True,359.4085,outdoor,1.0,1822.3316,white_noise,1.0,0.8944,genuine,0.0,1.1056,genuine,0.0
rasa_Hindi_Male_048_multi_hu_no_no_no.wav,s0=human,True,2,human,4.1257,True,3958.1938,human,0.9961,0.3024,genuine,0.0,5.7301,hvac,1.0,1.6976,genuine,0.0
rasa_Hindi_Male_048_multi_no_cr_no_no.wav,s1=crowd,True,2,crowd,3.2032,True,1.3203,genuine,0.0,604.6609,crowd,1.0,2.2944,rain,0.998,0.6797,genuine,0.0
rasa_Hindi_Male_048_multi_no_no_ra_no.wav,s2=rain,True,2,hvac,4.2767,False,3.2973,crowd,1.0,0.3024,genuine,0.0,5182.8821,hvac,1.0,1.6976,genuine,0.0
rasa_Hindi_Male_049_multi_hu_ou_no_no.wav,s0=human; s1=outdoor,True,2,human,3.9877,True,2907.5635,human,1.0,257.3193,outdoor,1.0,1.5761,genuine,0.0,0.4239,genuine,0.0
rasa_Hindi_Male_049_multi_no_no_no_ra.wav,s3=rain,True,1,rain,7.8653,True,1.2588,genuine,0.0,0.7985,genuine,0.0,1.2015,genuine,0.0,2604.3429,rain,1.0
rasa_Hindi_Male_049_multi_no_ra_hu_wn.wav,s1=rain; s2=human; s3=white_noise,True,3,rain,0.4674,True,0.0016,genuine,0.0,3.0643,rain,1.0,2.39,human,1.0,1.9984,white_noise,1.0
rasa_Hindi_Male_049_multi_no_ra_no_no.wav,s1=rain,True,1,rain,8.1926,True,1.6512,genuine,0.0,3613.1896,rain,1.0,1.5761,genuine,0.0,0.4239,genuine,0.0
rasa_Hindi_Male_050_multi_cr_no_no_wn.wav,s0=crowd; s3=white_noise,True,2,white_noise,3.7114,True,1095.8886,crowd,1.0,1.0174,genuine,0.0,0.9826,genuine,0.0,1672.8093,white_noise,1.0
rasa_Hindi_Male_050_multi_hu_ra_cr_no.wav,s0=human; s1=rain; s2=crowd,True,3,human,0.7819,True,9.4404,human,1.0,7.2326,rain,1.0,1.9957,crowd,1.0,0.0043,genuine,0.0
